"node_id";"name";"category";"type";"brief";"owner_fk";"createdAt";"updater_fk";"updatedAt";"categories";"tags";"aliases";"data";"description"
32;"Liquid Death Mountain Water 2";"Category";"Type";"";14;"2024-07-23 18:37:58";0;"2024-07-23 18:37:58";"";"";"";"";""
33;"Liquid Death Mountain Water 3";"Category";"Type";"";14;"2024-07-23 18:39:22";0;"2024-07-23 18:39:22";"";"";"";"";""
34;"Liquid Death Mountain Water 4";"Category";"Type";"";14;"2024-07-23 18:45:12";0;"2024-07-23 18:45:12";"";"";"";"";""
35;"Liquid Death Mountain Water 5";"Category";"Type";"";14;"2024-07-23 18:45:43";0;"2024-07-23 18:45:43";"";"";"";"";""
36;"Item Disam 1";"Category";"Type";"";14;"2024-07-23 18:49:14";0;"2024-07-23 18:49:14";"";"";"";"";""
37;"A D";"Category";"Type";"";14;"2024-07-23 18:50:02";0;"2024-07-23 18:50:02";"";"";"";"";""
38;"A D1";"C";"T";"";14;"2024-07-23 18:52:29";0;"2024-07-23 18:52:29";"";"";"";"";""
39;"Eveready Super Heavy Duty AA Batteries";"Battery";"Super Heavy Duty AA";"";14;"2024-07-23 18:54:26";0;"2024-07-23 18:54:26";"";"";"";"";""
40;"Profile Ball 1.0 Papermate Pen";"Writing Tool";"Pen";"";14;"2024-07-23 18:59:47";0;"2024-07-23 18:59:47";"";"";"";"";""
41;"Quesadilla Food from Guisados in Hermosa Beach";"Category";"Type";"";14;"2024-07-23 21:22:22";0;"2024-07-23 21:22:22";"";"";"";"";""
42;"Taco de Chuleta en Chile Verde Food from Guisados in Hermosa Beach";"Category";"Type";"";14;"2024-07-23 21:26:04";0;"2024-07-23 21:26:04";"";"";"";"";""
43;"Taco de Tinga Guisados - Hermosa Beach";"Category";"Type";"";14;"2024-07-23 22:09:52";0;"2024-07-23 22:09:52";"";"";"";"";""
44;"PaperMate Profile Ball 1.0 Ballpoint Pens";"Category";"Type";"";14;"2024-07-24 01:08:34";0;"2024-07-24 01:08:34";"";"";"";"";""
45;"Bill Rosendahl Del Rey Park Parks in Los Angeles";"Category";"Type";"";14;"2024-07-24 01:12:36";0;"2024-07-24 01:12:36";"";"";"";"";""
46;"Ramen Meals";"Category";"Type";"";14;"2024-07-24 01:16:23";0;"2024-07-24 01:16:23";"";"";"";"";""
47;"Sharpie Fine Point Permanent Markers";"Category";"Type";"";14;"2024-07-24 04:19:40";0;"2024-07-24 04:19:40";"";"";"";"";""
48;"Liquid Death Mountain Water Bottled Water";"Category";"Type";"";14;"2024-07-24 04:25:52";0;"2024-07-24 04:25:52";"";"";"";"";""
49;"Liquid Death Sparkling Water Refreshments";"Category";"Type";"";14;"2024-07-24 05:05:31";0;"2024-07-24 05:05:31";"";"";"";"";""
50;"Test Item Testing";"Category";"Type";"";14;"2024-07-26 06:01:51";0;"2024-07-26 06:01:51";"";"";"";"";""
51;"Item Testing 2 Testing";"Category";"Type";"";14;"2024-07-26 06:02:30";0;"2024-07-26 06:02:30";"";"";"";"";""
52;"Item 3 Testing";"Category";"Type";"";14;"2024-07-26 06:04:41";0;"2024-07-26 06:04:41";"";"";"";"";""
53;"Milwaukee 48-22-6100 Lineman Pliers";"Category";"Type";"";14;"2024-07-26 06:37:48";0;"2024-07-26 06:37:48";"";"";"";"";""
54;"Mint 3 Tea";"Category";"Type";"";14;"2024-07-26 21:50:29";0;"2024-07-26 21:50:29";"";"";"";"";""
55;"Test 6 Testing";"Category";"Type";"";14;"2024-07-26 21:53:35";0;"2024-07-26 21:53:35";"";"";"";"";""
56;"T5 T";"Category";"Type";"";14;"2024-07-26 22:04:33";0;"2024-07-26 22:04:33";"";"";"";"";""
57;"T6 T";"Category";"Type";"";14;"2024-07-26 22:05:32";0;"2024-07-26 22:05:32";"";"";"";"";""
58;"T1 TT";"Category";"Type";"";14;"2024-07-30 22:06:07";0;"2024-07-30 22:06:07";"";"";"";"";""
59;"T1 List Name T1";"Category";"Type";"";14;"2024-07-31 01:52:27";0;"2024-07-31 01:52:27";"";"";"";"";""
60;"T2 List Name T2";"Category";"Type";"";10;"2024-07-31 02:00:02";0;"2024-07-31 02:00:02";"";"";"";"";""
61;"Sometimes, I Swear Songs from Pickup Full of Pink Carnations";"Category";"Type";"";14;"2024-08-01 06:15:33";0;"2024-08-01 06:15:33";"";"";"";"";""
62;"Heartbreak Kid Songs from Pickup Full of Pink Carnations";"Category";"Type";"";14;"2024-08-01 06:15:51";0;"2024-08-01 06:15:51";"";"";"";"";""
63;"Lunar Eclipse Songs from Pickup Full of Pink Carnations";"Category";"Type";"";14;"2024-08-01 06:16:31";0;"2024-08-01 06:16:31";"";"";"";"";""
64;"Love to Walk Away Songs from Pickup Full of Pink Carnations";"Category";"Type";"";19;"2024-08-01 06:37:18";0;"2024-08-01 06:37:18";"";"";"";"";""
65;"Sferro Songs on Ornaments album by Sferro";"Category";"Type";"";19;"2024-08-01 06:54:26";0;"2024-08-01 06:54:26";"";"";"";"";""
66;"Rhinoceros on Gish by Smashing Pumpkins Songs";"Category";"Type";"";19;"2024-08-01 06:59:40";0;"2024-08-01 06:59:40";"";"";"";"";""
67;"Civil Engineer by Astronauts Indie Rock Songs";"Category";"Type";"";19;"2024-08-02 06:20:20";0;"2024-08-02 06:20:20";"";"";"";"";""
68;"No Rain by Blind Melon Alternative Rock Songs";"Category";"Type";"";19;"2024-08-02 06:26:45";0;"2024-08-02 06:26:45";"";"";"";"";""
69;"Talking Backwards by Real Estate Indie Rock Songs";"Category";"Type";"";19;"2024-08-02 06:31:06";0;"2024-08-02 06:31:06";"";"";"";"";""
70;"Never Far Classical Music";"Category";"Type";"";19;"2024-08-05 21:21:13";0;"2024-08-05 21:21:13";"";"";"";"";""
71;"False God by Paul Harris Best Songs";"Category";"Type";"";19;"2024-08-05 21:51:52";0;"2024-08-05 21:51:52";"";"";"";"";""
72;"Greetings from El Segundo (Beers: Los Angeles)";"Category";"Type";"";19;"2024-08-08 06:02:51";0;"2024-08-08 06:02:51";"";"";"";"";""
73;"Test Item (Test List)";"Category";"Type";"";19;"2024-08-08 06:06:14";0;"2024-08-08 06:06:14";"";"";"";"";""
75;"Greetings from El Segundo (Beers: Los Angeles II)";"Category";"Type";"";19;"2024-08-08 06:12:18";0;"2024-08-08 06:12:18";"";"";"";"";""
76;"Cumbia Sobre el Mar (Son del Eje)";"Category";"Type";"";19;"2024-08-08 06:45:53";0;"2024-08-08 06:45:53";"";"";"";"";""
77;"Willy's Merengue (Son del Eje)";"Category";"Type";"";19;"2024-08-08 06:46:36";0;"2024-08-08 06:46:36";"";"";"";"";""
78;"Gnosis (Instrumental Metal)";"Category";"Type";"";19;"2024-08-08 08:02:19";0;"2024-08-08 08:02:19";"";"";"";"";""
79;"The Distance (90s Alternative Rock)";"Category";"Type";"";19;"2024-08-08 08:11:55";0;"2024-08-08 08:11:55";"";"";"";"";""
80;"In the Meantime (90s Alternative Rock)";"Category";"Type";"";19;"2024-08-08 08:13:24";0;"2024-08-08 08:13:24";"";"";"";"";""
81;"No Rain (90s Alternative Rock)";"Category";"Type";"";19;"2024-08-08 08:16:13";0;"2024-08-08 08:16:13";"";"";"";"";""
82;"SEXY DANCE (Alternative Dance Playlist)";"Category";"Type";"";19;"2024-08-08 08:22:36";0;"2024-08-08 08:22:36";"";"";"";"";""
83;"Cuatro Velas (Mexican Playlist)";"Category";"Type";"";19;"2024-08-08 08:33:43";0;"2024-08-08 08:33:43";"";"";"";"";""
84;"Hadsel (Indie Music)";"Category";"Type";"";19;"2024-08-11 05:41:01";0;"2024-08-11 05:41:01";"";"";"";"";""
85;"So Many Plans (Indie Music)";"Category";"Type";"";19;"2024-08-11 05:55:27";0;"2024-08-11 05:55:27";"";"";"";"";""
86;"Stokmarknes (Indie Music)";"Category";"Type";"";19;"2024-08-11 05:59:53";0;"2024-08-11 05:59:53";"";"";"";"";""
87;"January 18th (Indie Music)";"Category";"Type";"";19;"2024-08-11 06:07:45";0;"2024-08-11 06:07:45";"";"";"";"";""
88;"A Candle's Fire (Indie Music)";"Category";"Type";"";19;"2024-08-11 06:13:14";0;"2024-08-11 06:13:14";"";"";"";"";""
89;"Santa Fe (Indie Music)";"Category";"Type";"";19;"2024-08-11 06:14:11";0;"2024-08-11 06:14:11";"";"";"";"";""
90;"Message from the Sky (Psychedelic Rock)";"Category";"Type";"";20;"2024-08-16 06:42:01";0;"2024-08-16 06:42:01";"";"";"";"";""
92;"Message from the Sky (Psych Rock)";"Category";"Type";"";20;"2024-08-16 06:43:27";0;"2024-08-16 06:43:27";"";"";"";"";""
93;"Mass Hypnosis (Psychedelic Rock)";"Category";"Type";"";20;"2024-08-16 06:44:35";0;"2024-08-16 06:44:35";"";"";"";"";""
94;"Open Passageways (Boundary Rock)";"Category";"Type";"";20;"2024-08-18 06:20:57";0;"2024-08-18 06:20:57";"";"";"";"";""
95;"Milk Chocolate Bar (Hu Chocolate Bars)";"Category";"Type";"";21;"2024-08-19 01:49:56";0;"2024-08-19 01:49:56";"";"";"";"";""
96;"Hu Milk Chocolate Bar Milk Chocolate Bar";"Milk Chocolate";"Chocolate";"";21;"2024-08-19 01:53:07";0;"2024-08-19 01:53:07";"";"";"";"";""
97;"Jetta (Classic Volkswagen Cars)";"Category";"Type";"";20;"2024-08-22 22:25:48";0;"2024-08-22 22:25:48";"";"";"";"";""
98;"Olympians (Indie Music)";"Category";"Type";"";20;"2024-09-04 21:39:31";0;"2024-09-04 21:39:31";"";"";"";"";""
99;"Call Me Star (Boundary Rock)";"Category";"Type";"";20;"2024-09-17 01:38:13";0;"2024-09-17 01:38:13";"";"";"";"";""
101;"Mellowing (Boundary Rock)";"Category";"Type";"";20;"2024-09-17 01:39:35";0;"2024-09-17 01:39:35";"";"";"";"";""
